Pipeline,File,nDCG@5,MRR@5
hybrid,colpali_voyage_rank_qrels_0.50.json,0.8804925818847705,0.8498450267681037
hybrid,voyage_text_minmax_qrels_0.60.json,0.8585683887560255,0.8231574286519341
hybrid,colpali_voyage_minmax_qrels_0.70.json,0.8999502965275538,0.8752827758322264
hybrid,colpali_voyage_zscore_qrels_0.50.json,0.8862110619999537,0.8589642957774826
hybrid,voyage_text_zscore_qrels_0.60.json,0.8546832391549899,0.81934548967516
hybrid,colpali_voyage_zscore_qrels_0.70.json,0.8952236508291717,0.8712514591635471
hybrid,colpali_voyage_rank_qrels_0.70.json,0.8949338911434522,0.8688322666344644
hybrid,colpali_voyage_minmax_qrels_0.50.json,0.8890603658474647,0.8610534154490198
hybrid,voyage_text_rank_qrels_0.65.json,0.8460577272604893,0.8066356720202874
hybrid,voyage_colpali_minmax_qrels_0.60.json,0.8431750908103757,0.8164311878597593
hybrid,voyage_colpali_zscore_qrels_0.60.json,0.8133667005533576,0.7821720404137987
hybrid,voyage_colpali_rank_qrels_0.65.json,0.8429964431432934,0.8161071529203398
hybrid,voyage_colpali_minmax_qrels_0.55.json,0.8425851010252252,0.8162037596103531
hybrid,voyage_colpali_zscore_qrels_0.75.json,0.8181047949967092,0.7903534194742986
hybrid,voyage_colpali_rank_qrels_0.70.json,0.8388142580399716,0.8098961478082357
hybrid,voyage_text_rank_qrels_0.50.json,0.8322675256852591,0.7875176105945336
hybrid,voyage_colpali_minmax_qrels_0.80.json,0.8373414739557156,0.8070543010103449
hybrid,voyage_colpali_zscore_qrels_0.80.json,0.8165339993594843,0.7891357726522561
hybrid,voyage_text_rank_qrels_0.70.json,0.8415574724529871,0.8012840639214266
hybrid,voyage_colpali_rank_qrels_0.50.json,0.8168244108864907,0.7830898039689248
hybrid,voyage_colpali_zscore_qrels_0.55.json,0.7992225815934534,0.7628466771323914
hybrid,voyage_colpali_minmax_qrels_0.75.json,0.8397060701676752,0.8103751559795516
hybrid,voyage_text_minmax_qrels_0.80.json,0.8535212579666596,0.8172060540192408
hybrid,voyage_text_minmax_qrels_0.55.json,0.8547728489755063,0.8179446926699674
hybrid,colpali_voyage_rank_qrels_0.65.json,0.8927432714083524,0.8656724228152799
hybrid,voyage_text_zscore_qrels_0.75.json,0.8501484538084035,0.8153061224489796
hybrid,colpali_voyage_zscore_qrels_0.65.json,0.89538740050744,0.8711387513585316
hybrid,voyage_text_zscore_qrels_0.55.json,0.8501579465320356,0.8129211447892767
hybrid,voyage_text_minmax_qrels_0.75.json,0.855134660749693,0.8190798212776235
hybrid,colpali_voyage_minmax_qrels_0.65.json,0.8993025257279879,0.8744414925733607
hybrid,voyage_text_zscore_qrels_0.80.json,0.8476934955339438,0.812828563378014
hybrid,voyage_text_rank_qrels_0.60.json,0.8388791645313097,0.7968824216076964
hybrid,voyage_colpali_minmax_qrels_0.65.json,0.8431356883243917,0.8159159521796885
hybrid,voyage_colpali_zscore_qrels_0.65.json,0.8185689848247678,0.7897939057279717
hybrid,voyage_colpali_rank_qrels_0.60.json,0.8434396053718453,0.8167471722416778
hybrid,colpali_voyage_rank_qrels_0.55.json,0.8902721725584508,0.8623877953548283
hybrid,voyage_text_minmax_qrels_0.65.json,0.8593158642617267,0.8242744435052127
hybrid,colpali_voyage_minmax_qrels_0.75.json,0.8998578590852142,0.8751459163547075
hybrid,colpali_voyage_zscore_qrels_0.55.json,0.8907998606024912,0.8648029626051604
hybrid,colpali_voyage_rank_qrels_0.80.json,0.896987137793985,0.8715956204967195
hybrid,colpali_voyage_zscore_qrels_0.80.json,0.8949701065552433,0.871519140200459
hybrid,colpali_voyage_minmax_qrels_0.80.json,0.8994871872797366,0.8747957171034094
hybrid,voyage_text_zscore_qrels_0.65.json,0.8542039733949174,0.8191240993438796
hybrid,colpali_voyage_zscore_qrels_0.75.json,0.8955372059807897,0.8717445558104899
hybrid,colpali_voyage_rank_qrels_0.75.json,0.8960079097450306,0.8701948234915268
hybrid,colpali_voyage_minmax_qrels_0.55.json,0.894894154183855,0.8686732681238176
voyage,voyage_qrels.json,0.8289092079366401,0.794698707885521
