,Retrieved Context
116,HUM/2018/page_48.pdf
117,CME/2012/page_73.pdf
118,JPM/2009/page_144.pdf
119,ADI/2009/page_59.pdf
120,PKG/2004/page_49.pdf
121,IPG/2018/page_77.pdf
122,HUM/2016/page_115.pdf
123,AON/2014/page_47.pdf
124,ETR/2016/page_17.pdf
125,ZBH/2007/page_72.pdf
126,LMT/2016/page_62.pdf
127,C/2009/page_208.pdf
128,IPG/2014/page_40.pdf
129,SNA/2013/page_46.pdf
130,KIM/2010/page_103.pdf
131,MMM/2007/page_83.pdf
132,DISCA/2013/page_105.pdf
133,HIG/2012/page_220.pdf
134,RE/2017/page_145.pdf
135,HWM/2016/page_53.pdf
136,RE/2010/page_120.pdf
137,JPM/2016/page_140.pdf
138,LMT/2016/page_28.pdf
139,RSG/2008/page_150.pdf
140,EW/2016/page_268.pdf
141,WELL/2016/page_84.pdf
142,LMT/2018/page_104.pdf
143,DVN/2004/page_107.pdf
144,BLK/2013/page_57.pdf
145,GS/2016/page_78.pdf
146,GS/2013/page_193.pdf
147,IPG/2007/page_88.pdf
148,ETR/2011/page_20.pdf
149,HUM/2015/page_31.pdf
150,ETR/2016/page_324.pdf
151,STT/2013/page_175.pdf
152,CME/2012/page_100.pdf
153,CAT/2017/page_103.pdf
154,V/2016/page_132.pdf
155,CE/2009/page_48.pdf
156,SLB/2011/page_40.pdf
157,KIM/2010/page_141.pdf
158,AON/2010/page_52.pdf
159,DRE/2010/page_56.pdf
160,ETR/2008/page_356.pdf
161,AAL/2014/page_130.pdf
162,GS/2017/page_105.pdf
163,TMUS/2018/page_29.pdf
164,LMT/2013/page_46.pdf
165,BLL/2007/page_125.pdf
166,VNO/2010/page_177.pdf
167,DRE/2002/page_13.pdf
168,CB/2008/page_243.pdf
169,ETFC/2007/page_135.pdf
170,FIS/2016/page_149.pdf
171,RL/2010/page_11.pdf
172,UAA/2017/page_52.pdf
173,LMT/2016/page_80.pdf
174,AOS/2010/page_20.pdf
175,FIS/2017/page_14.pdf
176,UNP/2012/page_29.pdf
177,PNC/2009/page_103.pdf
178,UPS/2015/page_34.pdf
179,CME/2017/page_207.pdf
180,JPM/2007/page_194.pdf
181,RCL/2018/page_100.pdf
182,AMT/2003/page_98.pdf
183,INTC/2016/page_33.pdf
184,UNP/2010/page_24.pdf
185,REGN/2010/page_72.pdf
186,BLK/2015/page_35.pdf
187,JPM/2018/page_73.pdf
188,AON/2010/page_92.pdf
189,FIS/2012/page_45.pdf
190,HII/2011/page_114.pdf
191,ETR/2013/page_28.pdf
192,RCL/2014/page_72.pdf
193,UNP/2014/page_24.pdf
194,ORLY/2009/page_93.pdf
195,AMT/2010/page_111.pdf
196,HIG/2004/page_111.pdf
197,ETR/2011/page_270.pdf
198,JPM/2018/page_149.pdf
199,STT/2011/page_94.pdf
200,AES/2011/page_270.pdf
201,ETR/2004/page_17.pdf
202,GPN/2016/page_83.pdf
203,GIS/2019/page_110.pdf
204,C/2009/page_114.pdf
205,GPN/2017/page_94.pdf
206,GPN/2016/page_69.pdf
207,MKTX/2009/page_79.pdf
208,RE/2006/page_106.pdf
209,UNP/2009/page_162.pdf
210,AWK/2014/page_131.pdf
211,AMT/2006/page_23.pdf
212,AMT/2010/page_41.pdf
213,IPG/2017/page_102.pdf
214,ETR/2008/page_396.pdf
215,RE/2017/page_38.pdf
216,VRTX/2006/page_56.pdf
217,BDX/2016/page_62.pdf
218,MRO/2012/page_40.pdf
219,VTR/2006/page_88.pdf
220,HOLX/2006/page_102.pdf
221,ZBH/2008/page_88.pdf
222,STT/2006/page_105.pdf
223,ETR/2011/page_359.pdf
224,PNC/2011/page_105.pdf
225,MMM/2007/page_66.pdf
226,UAA/2016/page_87.pdf
227,AAPL/2011/page_23.pdf
228,AON/2018/page_84.pdf
229,CNC/2005/page_39.pdf
230,AAPL/2008/page_72.pdf
231,IP/2009/page_38.pdf
232,ETR/2016/page_19.pdf
233,MRO/2009/page_127.pdf
234,PNC/2007/page_50.pdf
235,GPN/2015/page_187.pdf
236,EOG/2017/page_78.pdf
237,GPN/2017/page_81.pdf
238,CE/2005/page_81.pdf
239,MAR/2018/page_42.pdf
240,VNO/2006/page_84.pdf
241,DVN/2010/page_29.pdf
242,AWK/2015/page_106.pdf
243,HIG/2008/page_123.pdf
244,PKG/2011/page_14.pdf
245,MSI/2006/page_34.pdf
246,CAG/2007/page_41.pdf
247,STT/2006/page_73.pdf
248,AMT/2010/page_91.pdf
249,WELL/2017/page_84.pdf
250,ETR/2008/page_376.pdf
251,EOG/2016/page_116.pdf
252,CME/2010/page_71.pdf
253,APD/2019/page_108.pdf
254,AAPL/2008/page_52.pdf
255,MRO/2012/page_41.pdf
256,TROW/2009/page_24.pdf
257,ZBH/2008/page_77.pdf
258,MS/2012/page_244.pdf
259,V/2013/page_110.pdf
260,DVN/2014/page_88.pdf
261,C/2015/page_314.pdf
262,IPG/2013/page_47.pdf
263,CDNS/2016/page_87.pdf
264,AES/2002/page_117.pdf
265,CDW/2017/page_77.pdf
266,AAL/2014/page_66.pdf
267,WMT/2018/page_15.pdf
268,GS/2012/page_203.pdf
269,APD/2019/page_39.pdf
270,GPN/2008/page_86.pdf
271,ETR/2004/page_157.pdf
272,SNPS/2012/page_62.pdf
273,AAPL/2018/page_23.pdf
274,HFC/2017/page_125.pdf
275,AWK/2018/page_137.pdf
276,AAL/2018/page_70.pdf
277,HUM/2007/page_18.pdf
278,STT/2007/page_56.pdf
279,MSI/2009/page_67.pdf
280,FRT/2010/page_68.pdf
281,CE/2016/page_96.pdf
282,UA/2011/page_71.pdf
283,HOLX/2008/page_128.pdf
284,EW/2013/page_90.pdf
285,ETR/2016/page_324.pdf
286,AAL/2015/page_13.pdf
287,GPN/2018/page_60.pdf
289,PNC/2013/page_66.pdf
290,RE/2013/page_42.pdf
291,MSI/2009/page_71.pdf
292,PKG/2015/page_83.pdf
293,RCL/2012/page_55.pdf
295,RSG/2014/page_73.pdf
296,VRTX/2005/page_71.pdf
297,ETR/2008/page_81.pdf
298,AWK/2015/page_140.pdf
299,VTR/2007/page_97.pdf
300,AMT/2010/page_85.pdf
301,JPM/2013/page_113.pdf
302,RL/2014/page_11.pdf
303,STT/2009/page_109.pdf
304,C/2009/page_74.pdf
305,IPG/2013/page_102.pdf
306,GIS/2018/page_63.pdf
307,HOLX/2007/page_124.pdf
308,CE/2014/page_90.pdf
309,K/2012/page_38.pdf
310,ORLY/2006/page_81.pdf
311,ETR/2007/page_36.pdf
312,FRT/2010/page_100.pdf
313,ETR/2017/page_152.pdf
314,BLK/2014/page_35.pdf
315,LMT/2005/page_39.pdf
316,AWK/2015/page_60.pdf
317,HWM/2018/page_123.pdf
318,NKE/2014/page_59.pdf
319,DVN/2014/page_88.pdf
320,LMT/2015/page_68.pdf
321,LMT/2006/page_46.pdf
322,MS/2013/page_31.pdf
323,MRO/2014/page_18.pdf
324,AMT/2007/page_32.pdf
325,MRO/2006/page_61.pdf
326,AWK/2014/page_132.pdf
327,ANSS/2008/page_73.pdf
328,PNC/2011/page_58.pdf
329,STT/2008/page_73.pdf
330,MRO/2003/page_65.pdf
331,JPM/2014/page_148.pdf
332,GPN/2013/page_34.pdf
333,HIG/2016/page_253.pdf
334,GS/2013/page_97.pdf
335,GS/2013/page_80.pdf
336,AON/2015/page_30.pdf
337,PM/2017/page_25.pdf
338,GPN/2007/page_39.pdf
339,GIS/2018/page_81.pdf
340,AAPL/2012/page_24.pdf
341,HII/2011/page_72.pdf
342,ILMN/2006/page_92.pdf
343,ABMD/2009/page_115.pdf
344,KMI/2016/page_115.pdf
345,HII/2018/page_96.pdf
346,CB/2009/page_81.pdf
347,RL/2011/page_20.pdf
348,ETR/2011/page_18.pdf
349,AES/2001/page_90.pdf
350,CB/2008/page_183.pdf
351,UAA/2016/page_53.pdf
352,VNO/2011/page_187.pdf
353,VLO/2012/page_42.pdf
354,AMT/2002/page_94.pdf
355,AMT/2012/page_60.pdf
356,GS/2013/page_91.pdf
357,PNC/2013/page_151.pdf
358,MAS/2018/page_135.pdf
359,ECL/2017/page_79.pdf
360,AAPL/2016/page_23.pdf
361,IP/2014/page_101.pdf
362,RSG/2013/page_16.pdf
363,BLL/2007/page_89.pdf
364,AON/2018/page_84.pdf
365,AON/2007/page_111.pdf
366,MA/2009/page_120.pdf
367,DRE/2002/page_30.pdf
368,AAPL/2012/page_39.pdf
369,L/2007/page_74.pdf
370,PNC/2011/page_60.pdf
371,RSG/2014/page_17.pdf
372,GIS/2006/page_51.pdf
373,UPS/2014/page_35.pdf
374,CE/2011/page_296.pdf
375,ETR/2007/page_36.pdf
376,PNC/2014/page_232.pdf
377,PNC/2016/page_155.pdf
378,MS/2015/page_149.pdf
379,HUM/2004/page_80.pdf
380,CE/2010/page_150.pdf
381,ADBE/2011/page_70.pdf
382,GPN/2014/page_70.pdf
383,HUM/2012/page_109.pdf
384,ADBE/2012/page_74.pdf
385,SWKS/2011/page_116.pdf
386,INTC/2016/page_156.pdf
387,C/2015/page_73.pdf
388,AON/2015/page_112.pdf
389,DRE/2012/page_31.pdf
390,SLG/2013/page_93.pdf
391,PPG/2018/page_61.pdf
392,MRO/2014/page_18.pdf
393,SWKS/2010/page_105.pdf
394,AMT/2010/page_115.pdf
395,HWM/2015/page_94.pdf
396,PNC/2012/page_98.pdf
397,LMT/2010/page_36.pdf
398,ETR/2016/page_396.pdf
399,CE/2011/page_183.pdf
400,AAL/2016/page_33.pdf
401,CB/2008/page_100.pdf
402,RSG/2016/page_69.pdf
403,MRO/2011/page_37.pdf
404,ADI/2009/page_229.pdf
405,LMT/2010/page_24.pdf
406,FIS/2006/page_74.pdf
407,LMT/2015/page_91.pdf
408,IPG/2014/page_77.pdf
409,BLK/2015/page_35.pdf
410,HIG/2004/page_129.pdf
411,RCL/2009/page_85.pdf
412,MMM/2015/page_82.pdf
413,CMCSA/2015/page_150.pdf
414,GIS/2018/page_75.pdf
415,HOLX/2007/page_114.pdf
416,AMT/2007/page_75.pdf
417,ETR/2017/page_20.pdf
418,UNP/2011/page_20.pdf
419,MRO/2015/page_96.pdf
420,AWK/2015/page_172.pdf
421,PPG/2010/page_46.pdf
422,PNC/2007/page_108.pdf
423,AMT/2010/page_59.pdf
424,SNA/2012/page_93.pdf
425,PNC/2009/page_68.pdf
426,UNP/2014/page_69.pdf
427,HFC/2017/page_104.pdf
428,C/2015/page_97.pdf
429,JKHY/2015/page_20.pdf
431,MRO/2009/page_64.pdf
432,IQV/2018/page_59.pdf
433,SNA/2013/page_111.pdf
434,GPN/2009/page_67.pdf
435,AMT/2005/page_30.pdf
436,IPG/2014/page_74.pdf
437,GS/2012/page_138.pdf
438,ETR/2008/page_81.pdf
439,JPM/2016/page_128.pdf
440,AMT/2008/page_70.pdf
441,GS/2013/page_167.pdf
442,ANET/2017/page_147.pdf
443,EW/2016/page_72.pdf
444,KHC/2016/page_100.pdf
445,AAPL/2010/page_72.pdf
446,ADBE/2011/page_197.pdf
447,JPM/2017/page_70.pdf
448,GPN/2010/page_106.pdf
449,ETR/2011/page_33.pdf
450,JPM/2018/page_149.pdf
451,MRO/2008/page_114.pdf
452,AWK/2017/page_92.pdf
453,CE/2011/page_183.pdf
454,RCL/2013/page_6.pdf
455,ETR/2017/page_478.pdf
456,RSG/2017/page_14.pdf
457,C/2010/page_197.pdf
458,LMT/2016/page_52.pdf
459,MAS/2010/page_26.pdf
460,AMT/2005/page_90.pdf
461,APD/2013/page_44.pdf
462,LKQ/2018/page_82.pdf
463,BLL/2011/page_29.pdf
464,GPN/2008/page_150.pdf
465,LMT/2017/page_87.pdf
466,GS/2018/page_51.pdf
467,HII/2018/page_113.pdf
468,MRO/2012/page_39.pdf
469,LKQ/2010/page_175.pdf
470,ILMN/2006/page_53.pdf
471,GS/2013/page_132.pdf
472,WRK/2019/page_21.pdf
473,SLB/2003/page_68.pdf
474,INTC/2017/page_48.pdf
475,AWK/2018/page_114.pdf
476,UA/2011/page_70.pdf
477,UNP/2018/page_77.pdf
478,MMM/2007/page_148.pdf
479,CE/2005/page_59.pdf
480,AES/2011/page_261.pdf
481,RSG/2010/page_114.pdf
482,GS/2014/page_67.pdf
483,IPG/2018/page_52.pdf
484,DRE/2008/page_49.pdf
485,MAA/2018/page_89.pdf
486,ECL/2016/page_96.pdf
487,JPM/2003/page_35.pdf
488,SNA/2007/page_102.pdf
489,FITB/2008/page_199.pdf
490,RSG/2010/page_163.pdf
491,NWS/2016/page_148.pdf
492,HIG/2004/page_125.pdf
493,IPG/2016/page_52.pdf
494,PPG/2010/page_68.pdf
495,HUM/2016/page_45.pdf
496,WRK/2018/page_106.pdf
497,BLK/2009/page_118.pdf
498,LMT/2014/page_66.pdf
499,UNP/2014/page_192.pdf
500,AES/2010/page_223.pdf
501,HOLX/2007/page_103.pdf
502,IPG/2018/page_86.pdf
503,TROW/2011/page_24.pdf
504,DRE/2008/page_59.pdf
505,IPG/2015/page_59.pdf
506,AON/2010/page_72.pdf
507,PM/2017/page_23.pdf
508,UPS/2009/page_32.pdf
509,RCL/2008/page_19.pdf
510,UNP/2012/page_24.pdf
511,BLL/2010/page_32.pdf
512,MRO/2003/page_65.pdf
513,ETR/2017/page_38.pdf
514,DVN/2015/page_115.pdf
515,JPM/2014/page_148.pdf
516,CB/2010/page_117.pdf
517,ETR/2016/page_423.pdf
518,RSG/2008/page_139.pdf
519,PNC/2007/page_93.pdf
520,INTC/2015/page_122.pdf
521,AMT/2015/page_50.pdf
522,IP/2012/page_57.pdf
523,FIS/2016/page_81.pdf
524,RCL/2013/page_6.pdf
525,UA/2015/page_70.pdf
526,MRO/2008/page_135.pdf
527,STT/2017/page_101.pdf
528,HII/2011/page_50.pdf
529,C/2015/page_328.pdf
530,AWK/2015/page_173.pdf
531,ADBE/2013/page_70.pdf
532,UNP/2007/page_21.pdf
533,AWK/2018/page_106.pdf
534,RSG/2015/page_18.pdf
535,IPG/2018/page_87.pdf
536,AES/2018/page_117.pdf
537,AAPL/2018/page_23.pdf
538,HUM/2015/page_44.pdf
539,RE/2012/page_84.pdf
540,PKG/2004/page_79.pdf
541,MAA/2015/page_55.pdf
542,DISCA/2017/page_18.pdf
543,JKHY/2016/page_36.pdf
544,JPM/2010/page_219.pdf
545,AAP/2013/page_68.pdf
546,FIS/2006/page_78.pdf
547,PPG/2012/page_67.pdf
548,UNP/2008/page_184.pdf
549,MRO/2008/page_99.pdf
550,CE/2010/page_107.pdf
551,TFX/2018/page_47.pdf
552,GS/2016/page_155.pdf
553,RE/2014/page_42.pdf
554,HUM/2018/page_129.pdf
555,MSI/2008/page_69.pdf
556,TSCO/2018/page_28.pdf
557,ZBH/2007/page_32.pdf
558,CE/2017/page_119.pdf
559,BLK/2010/page_45.pdf
560,LLY/2008/page_39.pdf
561,SNPS/2012/page_64.pdf
562,LMT/2014/page_46.pdf
563,GPN/2008/page_95.pdf
564,APD/2016/page_117.pdf
565,IP/2015/page_48.pdf
566,ETR/2015/page_59.pdf
567,APD/2019/page_45.pdf
568,DISCA/2008/page_54.pdf
569,ETR/2009/page_361.pdf
570,ETR/2011/page_22.pdf
571,PM/2015/page_84.pdf
572,TROW/2009/page_21.pdf
573,JPM/2017/page_87.pdf
574,PNC/2007/page_37.pdf
575,CB/2010/page_139.pdf
576,MA/2009/page_90.pdf
577,IPG/2007/page_92.pdf
578,VNO/2003/page_192.pdf
579,MRO/2014/page_18.pdf
580,IPG/2015/page_169.pdf
581,LMT/2016/page_135.pdf
582,NKE/2014/page_78.pdf
583,AES/2001/page_68.pdf
584,LMT/2015/page_55.pdf
585,CE/2005/page_56.pdf
586,AMT/2004/page_70.pdf
587,AON/2015/page_112.pdf
588,ZBH/2008/page_72.pdf
589,AES/2017/page_95.pdf
590,FBHS/2017/page_46.pdf
591,AES/2010/page_133.pdf
592,AON/2007/page_122.pdf
593,MKTX/2014/page_39.pdf
594,UNP/2014/page_48.pdf
595,UNP/2012/page_41.pdf
596,VTR/2006/page_95.pdf
597,AAL/2015/page_121.pdf
598,GPN/2009/page_75.pdf
599,PPG/2018/page_51.pdf
600,SNPS/2012/page_68.pdf
601,SNA/2013/page_111.pdf
602,JPM/2010/page_58.pdf
603,SNA/2018/page_33.pdf
604,AMT/2007/page_47.pdf
605,AON/2013/page_54.pdf
606,PNC/2009/page_79.pdf
607,GPN/2017/page_31.pdf
608,MSI/2005/page_43.pdf
610,JPM/2017/page_73.pdf
611,GS/2016/page_87.pdf
612,BKR/2018/page_47.pdf
613,MSI/2018/page_32.pdf
614,NTAP/2014/page_33.pdf
615,CDW/2013/page_90.pdf
616,BLK/2016/page_253.pdf
617,MRO/2006/page_75.pdf
618,MA/2009/page_115.pdf
619,ETR/2008/page_439.pdf
620,HIG/2004/page_216.pdf
621,UNP/2013/page_78.pdf
622,SPGI/2017/page_81.pdf
623,HIG/2004/page_81.pdf
624,K/2012/page_210.pdf
625,ABMD/2006/page_74.pdf
626,MA/2009/page_118.pdf
627,AES/2010/page_133.pdf
628,BLL/2007/page_46.pdf
629,AAPL/2015/page_26.pdf
630,CB/2009/page_200.pdf
631,HOLX/2007/page_103.pdf
632,RSG/2012/page_86.pdf
633,UA/2011/page_43.pdf
634,V/2013/page_131.pdf
635,ETR/2008/page_86.pdf
636,INTC/2017/page_46.pdf
637,RL/2014/page_13.pdf
638,MMM/2005/page_69.pdf
639,C/2010/page_229.pdf
640,APD/2018/page_113.pdf
641,APD/2016/page_118.pdf
642,RE/2016/page_143.pdf
643,AAPL/2012/page_70.pdf
644,AMT/2010/page_41.pdf
645,ORLY/2009/page_77.pdf
646,CMCSA/2015/page_42.pdf
647,IP/2014/page_51.pdf
648,TROW/2009/page_24.pdf
649,UNP/2014/page_55.pdf
650,CDW/2014/page_43.pdf
651,ETR/2002/page_38.pdf
652,ZBH/2007/page_81.pdf
653,V/2008/page_136.pdf
654,RL/2010/page_11.pdf
655,WRK/2019/page_49.pdf
656,ILMN/2008/page_77.pdf
657,CDW/2015/page_53.pdf
658,AWK/2012/page_243.pdf
659,LKQ/2012/page_26.pdf
660,GS/2016/page_186.pdf
661,DG/2008/page_73.pdf
662,APD/2016/page_52.pdf
663,AON/2009/page_102.pdf
664,MA/2009/page_140.pdf
665,WRK/2018/page_39.pdf
666,GRMN/2008/page_92.pdf
667,SLB/2010/page_73.pdf
668,RSG/2010/page_135.pdf
669,ETR/2017/page_20.pdf
670,GPN/2008/page_89.pdf
671,HIG/2004/page_55.pdf
672,SLG/2017/page_114.pdf
673,GS/2018/page_175.pdf
674,MRO/2013/page_61.pdf
675,MKTX/2011/page_55.pdf
676,RSG/2016/page_50.pdf
677,HUM/2015/page_37.pdf
678,C/2009/page_176.pdf
679,APD/2016/page_52.pdf
680,HWM/2015/page_53.pdf
681,CB/2010/page_113.pdf
682,HOLX/2009/page_133.pdf
683,AAPL/2007/page_79.pdf
684,IP/2013/page_61.pdf
685,GS/2016/page_79.pdf
686,SNPS/2012/page_61.pdf
687,OKE/2012/page_91.pdf
688,HFC/2011/page_92.pdf
689,DVN/2014/page_112.pdf
690,LMT/2012/page_85.pdf
691,GIS/2014/page_25.pdf
692,MA/2008/page_116.pdf
693,CB/2009/page_220.pdf
694,LMT/2012/page_72.pdf
695,ETR/2017/page_140.pdf
696,ETR/2016/page_396.pdf
697,AES/2016/page_45.pdf
698,UAA/2016/page_82.pdf
699,MSI/2005/page_92.pdf
700,DRE/2012/page_31.pdf
701,LMT/2013/page_101.pdf
702,FIS/2016/page_65.pdf
703,IP/2012/page_61.pdf
704,ETR/2008/page_439.pdf
705,MA/2010/page_107.pdf
706,HII/2011/page_337.pdf
707,MRO/2008/page_138.pdf
708,UNP/2010/page_23.pdf
709,SYY/2006/page_68.pdf
710,BLK/2013/page_68.pdf
711,STT/2001/page_74.pdf
712,CE/2005/page_35.pdf
713,AAPL/2007/page_73.pdf
714,FRT/2004/page_65.pdf
715,UNP/2006/page_37.pdf
716,JPM/2010/page_144.pdf
717,JKHY/2011/page_55.pdf
718,AMT/2012/page_121.pdf
719,MAA/2018/page_102.pdf
720,GS/2017/page_76.pdf
721,AMAT/2017/page_33.pdf
722,ECL/2017/page_151.pdf
723,ADBE/2014/page_70.pdf
724,RSG/2017/page_16.pdf
725,K/2013/page_35.pdf
726,CE/2014/page_36.pdf
727,DRE/2002/page_18.pdf
728,CME/2010/page_104.pdf
729,AMT/2010/page_82.pdf
730,IP/2014/page_66.pdf
731,SLG/2017/page_114.pdf
732,MA/2008/page_125.pdf
733,GS/2014/page_44.pdf
734,DISCA/2016/page_16.pdf
735,AAPL/2006/page_75.pdf
736,MRO/2008/page_136.pdf
737,CME/2012/page_102.pdf
738,CAG/2007/page_49.pdf
739,SNPS/2009/page_68.pdf
740,UAA/2017/page_57.pdf
741,NKE/2014/page_44.pdf
742,RSG/2018/page_14.pdf
743,JPM/2017/page_73.pdf
744,PM/2015/page_103.pdf
745,PNC/2013/page_48.pdf
746,AAPL/2007/page_131.pdf
747,LKQ/2012/page_25.pdf
748,AMT/2004/page_28.pdf
749,SNPS/2006/page_51.pdf
750,CME/2010/page_104.pdf
751,RE/2012/page_30.pdf
752,RSG/2016/page_113.pdf
753,AMAT/2015/page_26.pdf
754,RSG/2017/page_74.pdf
755,SLG/2013/page_53.pdf
756,AMT/2008/page_105.pdf
757,EMR/2018/page_292.pdf
758,UA/2011/page_70.pdf
759,AMT/2007/page_61.pdf
760,PNC/2013/page_203.pdf
761,AMT/2012/page_73.pdf
762,AWK/2015/page_172.pdf
763,AAPL/2007/page_51.pdf
764,LKQ/2016/page_48.pdf
765,AAL/2018/page_70.pdf
766,MRO/2008/page_117.pdf
767,PNC/2018/page_45.pdf
768,HIG/2008/page_82.pdf
769,RE/2014/page_40.pdf
770,C/2018/page_33.pdf
771,RSG/2010/page_135.pdf
772,AWK/2017/page_128.pdf
773,EW/2014/page_33.pdf
774,AAP/2007/page_103.pdf
775,GS/2013/page_76.pdf
776,UNP/2011/page_73.pdf
777,BKR/2017/page_47.pdf
778,IPG/2016/page_91.pdf
779,ABMD/2011/page_53.pdf
780,EOG/2016/page_85.pdf
781,RCL/2013/page_14.pdf
782,RE/2017/page_145.pdf
783,TROW/2009/page_22.pdf
784,AAPL/2010/page_42.pdf
785,AAPL/2013/page_27.pdf
786,ETR/2017/page_101.pdf
787,UNP/2016/page_25.pdf
788,ETR/2008/page_266.pdf
789,CME/2017/page_61.pdf
790,IPG/2012/page_89.pdf
791,CE/2007/page_125.pdf
792,TSCO/2017/page_90.pdf
793,PNC/2012/page_209.pdf
794,AAP/2016/page_96.pdf
795,CME/2012/page_37.pdf
796,IPG/2016/page_139.pdf
797,PNC/2017/page_81.pdf
798,NCLH/2017/page_57.pdf
799,AMAT/2012/page_45.pdf
800,RSG/2018/page_45.pdf
801,ETFC/2015/page_25.pdf
802,ETR/2016/page_342.pdf
803,STT/2014/page_99.pdf
804,SLG/2011/page_99.pdf
805,LMT/2013/page_77.pdf
806,APD/2016/page_85.pdf
807,WRK/2019/page_49.pdf
808,NKE/2009/page_81.pdf
809,SNPS/2012/page_61.pdf
810,ETR/2009/page_187.pdf
811,HWM/2015/page_123.pdf
812,GS/2012/page_129.pdf
813,LMT/2013/page_26.pdf
814,ECL/2017/page_151.pdf
815,ETR/2011/page_315.pdf
816,AWK/2013/page_129.pdf
817,DRE/2016/page_59.pdf
818,SLG/2011/page_58.pdf
819,IPG/2012/page_193.pdf
820,EMR/2017/page_54.pdf
821,AWK/2018/page_141.pdf
822,GS/2012/page_108.pdf
823,TXN/2017/page_70.pdf
824,STT/2001/page_41.pdf
825,WRK/2019/page_37.pdf
826,GPN/2013/page_71.pdf
827,AON/2011/page_47.pdf
828,HFC/2011/page_92.pdf
829,CDW/2017/page_53.pdf
830,PM/2015/page_32.pdf
831,GRMN/2007/page_76.pdf
832,EW/2016/page_36.pdf
